g10ref,g11ref,g12ref,g13ref,g9ref,s14ref,s15ref,s16ref
7.74674198685072,2.76826550042448,2.231156471926,2.58997085615334,0.920273846431489,2.574499228613,9.35975344795374,4.53467486197252
