,Features,Med,DBS
0,maxArea,0.30860155410174217,0.4175048541069549
1,totalArea,0.1935092434736212,0.5095387556068434
2,ellipse_similarity_ratio,0.12690998348893937,0.22061672997414716
3,power46,0.2999944706772245,0.5340292284243271
4,bspecEn12h8,0.7203098459695906,0.5095387556068434
5,bspecEn22h8,0.8950545192438701,0.3757848276811594
6,totalBic2h8,0.14677335952502665,0.5591004065161768
7,bicEn12h8,0.7203098459695906,0.5591004065161768
8,bicEn22h8,0.3964376050481627,0.1575574157865881
