,Features,Med,DBS
0,maxArea,0.32570705269409495,0.7648165235266075
1,totalArea,0.2626112214324726,0.40060006665648595
2,ellipse_similarity_ratio,0.3147543543730319,0.0975430450593468
3,power46,0.26139332017920935,0.6082003640822355
4,bspecEn12h8,0.6810666266793045,0.6649843577901127
5,bspecEn22h8,0.7578842331172729,0.4197387210112635
6,totalBic2h8,0.5532013431602296,0.4150316472858978
7,bicEn12h8,0.42214020942330954,0.7821723806681433
8,bicEn22h8,0.24124321173691238,0.5604117440583587
